Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Kensington & Chelsea,Male,20 to 24,White,Murder,Charge or Summons,Sep-04
1,Kensington & Chelsea,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Feb-06
1,Kensington & Chelsea,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Feb-06
1,Wandsworth,Male,40 to 44,White,Murder,Charge or Summons,Apr-04
1,Wandsworth,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-04
1,Southwark,Female,35 to 39,Black ,Murder,Charge or Summons,Aug-04
1,Lewisham,Male,10 to 14,White,Murder,Charge or Summons,Apr-04
1,Barking & Dagenham,Male,35 to 39,White,Murder,Charge or Summons,May-04
1,Barking & Dagenham,Male,40 to 44,White,Murder,Charge or Summons,Dec-04
1,Barking & Dagenham,Male,25 to 29,White,Murder,Charge or Summons,Dec-04
1,Barking & Dagenham,Male,30 to 34,White,Murder,Charge or Summons,Dec-04
1,Kensington & Chelsea,Male,15 to 19,White,Murder,Charge or Summons,Apr-04
1,Hackney,Male,25 to 29,White,Murder,Charge or Summons,May-04
1,Newham,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-04
1,Sutton,Male,15 to 19,White,Murder,Charge or Summons,May-04
1,Waltham Forest,Male,40 to 44,White,Manslaughter,Charge or Summons,May-04
1,Waltham Forest,Male,35 to 39,White,Manslaughter,Charge or Summons,May-04
1,Brent,Male,35 to 39,Person declines to define ethnicity,Murder,Charge or Summons,May-04
1,Brent,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Aug-04
1,Brent,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Aug-04
1,Bromley,Male,20 to 24,White,Murder,Charge or Summons,May-04
1,Tower Hamlets,Male,20 to 24,White,Murder,Charge or Summons,May-04
1,Hammersmith & Fulham,Male,40 to 44,Black ,Murder,Charge or Summons,May-04
1,Newham,Male,25 to 29,Black ,Murder,Charge or Summons,Sep-04
1,Ealing,Male,15 to 19,Mixed,Murder,Charge or Summons,May-04
1,Ealing,Male,20 to 24,Black ,Murder,Charge or Summons,May-04
1,Ealing,Male,15 to 19,Black ,Murder,Charge or Summons,May-04
1,Ealing,Male,20 to 24,Mixed,Murder,Charge or Summons,May-04
1,Redbridge,Male,65 and over,Black ,Murder,Charge or Summons,May-04
1,Redbridge,Male,35 to 39,Black ,Murder,Charge or Summons,May-04
1,Camden,Male,25 to 29,White,Murder,Charge or Summons,May-04
1,Brent,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Oct-08
1,Brent,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Oct-08
1,Brent,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-08
1,Islington,Male,20 to 24,White,Murder,Charge or Summons,May-04
1,Islington,Male,15 to 19,White,Murder,Charge or Summons,May-04
1,Waltham Forest,Male,35 to 39,Black ,Murder,Charge or Summons,Jun-04
1,Lambeth,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-04
1,Southwark,Male,20 to 24,Asian ,Murder,Charge or Summons,Jun-04
1,Brent,Female,15 to 19,White,Murder,Charge or Summons,Jun-04
1,Newham,Male,20 to 24,Mixed,Murder,Charge or Summons,Jun-04
1,Newham,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Jun-04
1,Hackney,Male,25 to 29,White,Murder,Charge or Summons,Jun-04
1,Kensington & Chelsea,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Sep-04
1,Kensington & Chelsea,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-05
1,Ealing,Male,30 to 34,White,Murder,Charge or Summons,Jun-04
1,Southwark,Female,40 to 44,Black ,Murder,Charge or Summons,Jun-04
1,Southwark,Female,25 to 29,Black ,Murder,Charge or Summons,Jun-04
1,Kingston Upon Thames,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Jun-04
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-04
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-04
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-04
1,Barking & Dagenham,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-04
1,Barking & Dagenham,Male,20 to 24,Mixed,Murder,Charge or Summons,Dec-04
1,Lambeth,Male,30 to 34,Black ,Murder,Charge or Summons,Jun-04
1,Lambeth,Male,25 to 29,Black ,Murder,Charge or Summons,Jun-04
1,Westminster,Male,40 to 44,White,Murder,Charge or Summons,Jun-04
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-04
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-04
1,Hammersmith & Fulham,Male,15 to 19,Other ,Murder,Charge or Summons,Nov-04
1,Tower Hamlets,Male,25 to 29,White,Murder,Charge or Summons,Jul-04
1,Newham,Male,10 to 14,White,Murder,Charge or Summons,Aug-04
1,Newham,Male,15 to 19,White,Murder,Charge or Summons,Jun-05
1,Southwark,Male,40 to 44,Black ,Murder,Charge or Summons,Nov-04
1,Greenwich,Male,30 to 34,Black ,Murder,Charge or Summons,Jul-04
1,Kensington & Chelsea,Male,20 to 24,Other ,Murder,Charge or Summons,Jul-04
1,Kensington & Chelsea,Male,25 to 29,Other ,Murder,Charge or Summons,Nov-04
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-04
1,Barking & Dagenham,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-04
1,Barking & Dagenham,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-04
1,Barking & Dagenham,Male,15 to 19,White,Murder,Charge or Summons,Jul-04
1,Barking & Dagenham,Male,15 to 19,White,Murder,Charge or Summons,Dec-04
1,Lewisham,Male,20 to 24,White,Murder,Charge or Summons,Jul-04
1,Lewisham,Male,15 to 19,White,Murder,Charge or Summons,Aug-04
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-04
1,Barking & Dagenham,Female,35 to 39,White,Murder,Charge or Summons,Sep-04
1,Enfield,Female,20 to 24,Black ,Manslaughter,Charge or Summons,Nov-04
1,Kensington & Chelsea,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Aug-04
1,Kensington & Chelsea,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-04
1,Kensington & Chelsea,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-05
1,Bexley,Male,35 to 39,White,Murder,Charge or Summons,Jul-04
1,Hackney,Male,40 to 44,Black ,Murder,Charge or Summons,Jul-04
1,Hackney,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-04
1,Hackney,Female,20 to 24,Black ,Murder,Charge or Summons,Nov-04
1,Hackney,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Oct-05
1,Newham,Male,20 to 24,Black ,Murder,Charge or Summons,Aug-04
1,Greenwich,Male,60 to 64,White,Murder,Charge or Summons,Aug-04
1,Waltham Forest,Female,25 to 29,Person declines to define ethnicity,Manslaughter,Charge or Summons,Aug-04
1,Enfield,Male,40 to 44,Black ,Murder,Charge or Summons,Aug-04
1,Tower Hamlets,Male,30 to 34,Mixed,Murder,Charge or Summons,Sep-04
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-04
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-04
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-04
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-04
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-04
1,Hounslow,Male,15 to 19,Asian ,Murder,Charge or Summons,Aug-04
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-04
1,Hillingdon,Male,25 to 29,White,Murder,Charge or Summons,Aug-04
1,Croydon,Male,40 to 44,Asian ,Murder,Charge or Summons,Aug-04
1,Bromley,Male,40 to 44,White,Murder,Charge or Summons,Aug-04
1,Richmond Upon Thames,Male,35 to 39,White,Murder,Charge or Summons,Mar-06
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-04
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-04
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-04
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Aug-04
1,Greenwich,Female,35 to 39,White,Murder,Charge or Summons,Aug-04
1,Newham,Male,30 to 34,White,Manslaughter,Charge or Summons,Aug-04
1,Kensington & Chelsea,Male,30 to 34,Black ,Murder,Charge or Summons,May-05
1,Haringey,Male,45 to 49,White,Murder,Charge or Summons,Sep-04
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Sep-04
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-04
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Oct-04
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Jan-05
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Jan-05
1,Brent,Male,25 to 29,Black ,Murder,Charge or Summons,Feb-06
1,Brent,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,May-06
1,Richmond Upon Thames,Male,40 to 44,Black ,Murder,Charge or Summons,Sep-04
1,Islington,Male,10 to 14,Black ,Murder,Charge or Summons,Sep-04
1,Croydon,Female,20 to 24,White,Murder,Charge or Summons,Sep-04
1,Hackney,Male,35 to 39,White,Murder,Charge or Summons,Sep-04
1,Camden,Male,20 to 24,White,Murder,Charge or Summons,Oct-04
1,Haringey,Male,20 to 24,White,Murder,Charge or Summons,Sep-04
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-04
1,Croydon,Male,20 to 24,White,Murder,Charge or Summons,Sep-04
1,Tower Hamlets,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-04
1,Croydon,Male,20 to 24,White,Murder,Charge or Summons,Sep-04
1,Lewisham,Male,20 to 24,White,Murder,Charge or Summons,Oct-04
1,Croydon,Male,15 to 19,White,Murder,Charge or Summons,Oct-04
1,Croydon,Male,15 to 19,White,Murder,Charge or Summons,Oct-04
1,Croydon,Male,15 to 19,White,Murder,Charge or Summons,Oct-04
1,Croydon,Male,15 to 19,White,Murder,Charge or Summons,Dec-04
1,Croydon,Male,15 to 19,Other ,Murder,Charge or Summons,Apr-05
1,Hackney,Male,20 to 24,Other ,Murder,Charge or Summons,Sep-04
1,Hackney,Male,25 to 29,Other ,Murder,Charge or Summons,Oct-04
1,Hammersmith & Fulham,Male,40 to 44,White,Manslaughter,Charge or Summons,Sep-04
1,Croydon,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-05
1,Croydon,Male,30 to 34,Mixed,Murder,Charge or Summons,Apr-08
1,Croydon,Male,25 to 29,Black ,Murder,Charge or Summons,Apr-08
1,Westminster,Male,30 to 34,Black ,Murder,Charge or Summons,Oct-04
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Oct-04
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-04
1,Islington,Male,15 to 19,White,Murder,Charge or Summons,Oct-04
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-04
1,Islington,Male,15 to 19,White,Murder,Charge or Summons,Nov-04
1,Islington,Male,15 to 19,White,Murder,Charge or Summons,Nov-04
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-04
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-04
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-04
1,Islington,Male,15 to 19,Black ,Murder,Charge or Summons,Dec-04
1,Greenwich,Male,15 to 19,Black ,Murder,Charge or Summons,Oct-04
1,Southwark,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-05
1,Southwark,Male,25 to 29,Black ,Murder,Charge or Summons,Feb-05
1,Westminster,Male,25 to 29,Asian ,Murder,Charge or Summons,Jan-05
1,Westminster,Female,20 to 24,Asian ,Murder,Charge or Summons,Jan-05
1,Hounslow,Male,25 to 29,Asian ,Murder,Charge or Summons,Oct-04
1,Barking & Dagenham,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Oct-04
1,Newham,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Nov-04
1,Newham,Male,25 to 29,Black ,Murder,Charge or Summons,Nov-04
1,Newham,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Nov-04
1,Newham,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Dec-05
1,Westminster,Male,25 to 29,White,Murder,Charge or Summons,Oct-04
1,Hackney,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-04
1,Ealing,Male,50 to 54,Asian ,Murder,Charge or Summons,Dec-04
1,Hackney,Male,25 to 29,White,Murder,Charge or Summons,Oct-04
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Nov-04
1,Lambeth,Male,15 to 19,White,Murder,Charge or Summons,Nov-04
1,Lambeth,Male,15 to 19,Asian ,Murder,Charge or Summons,Nov-04
1,Lambeth,Male,15 to 19,White,Murder,Charge or Summons,Nov-04
1,Lambeth,Female,10 to 14,White,Murder,Charge or Summons,Nov-04
1,Lambeth,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-04
1,Ealing,Male,40 to 44,Person declines to define ethnicity,Murder,Charge or Summons,Dec-05
1,Ealing,Male,30 to 34,White,Murder,Charge or Summons,Dec-05
1,Ealing,Male,30 to 34,White,Murder,Charge or Summons,Dec-05
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,Nov-04
1,Wandsworth,Male,25 to 29,Black ,Murder,Charge or Summons,Dec-04
1,Hackney,Male,15 to 19,White,Murder,Charge or Summons,Jan-05
1,Hackney,Male,15 to 19,White,Murder,Charge or Summons,Feb-05
1,Barking & Dagenham,Male,25 to 29,Asian ,Murder,Charge or Summons,Nov-04
1,Barking & Dagenham,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-04
1,Barking & Dagenham,Male,20 to 24,Asian ,Murder,Charge or Summons,Nov-04
1,Lambeth,Male,30 to 34,Mixed,Murder,Charge or Summons,Nov-04
1,Lambeth,Male,35 to 39,Black ,Murder,Charge or Summons,May-05
1,Lambeth,Male,30 to 34,Black ,Murder,Charge or Summons,May-05
1,Brent,Male,50 to 54,Mixed,Murder,Charge or Summons,Nov-04
1,Barnet,Male,40 to 44,White,Murder,Charge or Summons,Nov-04
1,Barnet,Male,35 to 39,White,Murder,Charge or Summons,Nov-04
1,Lambeth,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Nov-04
1,Brent,Male,15 to 19,Mixed,Murder,Charge or Summons,Jan-05
1,Ealing,Male,45 to 49,White,Murder,Charge or Summons,Dec-04
1,Newham,Female,25 to 29,White,Murder,Charge or Summons,Dec-04
1,Kensington & Chelsea,Male,20 to 24,Mixed,Murder,Charge or Summons,Dec-04
1,Kensington & Chelsea,Male,20 to 24,Person declines to define ethnicity,Murder,Charge or Summons,Jul-05
1,Haringey,Male,25 to 29,White,Murder,Charge or Summons,Dec-04
1,Camden,Male,20 to 24,White,Murder,Charge or Summons,Dec-04
1,Lambeth,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-05
1,Brent,Male,20 to 24,White,Murder,Charge or Summons,Jan-05
1,Tower Hamlets,Female,35 to 39,White,Murder,Charge or Summons,Dec-04
1,Enfield,Male,40 to 44,Asian ,Murder,Charge or Summons,Jan-05
1,Enfield,Male,25 to 29,Asian ,Murder,Charge or Summons,Jan-05
1,Enfield,Male,25 to 29,Person declines to define ethnicity,Murder,Charge or Summons,Dec-04
1,Haringey,Male,20 to 24,Mixed,Murder,Charge or Summons,Jan-05
1,Hammersmith & Fulham,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-05
1,Hammersmith & Fulham,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-05
1,Hammersmith & Fulham,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-05
1,Haringey,Male,15 to 19,White,Murder,Charge or Summons,Oct-07
1,Barking & Dagenham,Male,30 to 34,White,Murder,Charge or Summons,Jan-05
1,Enfield,Female,20 to 24,White,Manslaughter,Charge or Summons,Mar-05
1,Newham,Male,35 to 39,White,Murder,Charge or Summons,Jan-05
1,Barnet,Male,25 to 29,White,Murder,Charge or Summons,Feb-05
1,Barnet,Male,50 to 54,White,Murder,Charge or Summons,Feb-05
1,Barnet,Male,20 to 24,White,Murder,Charge or Summons,Feb-05
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-05
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-05
1,Brent,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-08
1,Haringey,Male,30 to 34,Person declines to define ethnicity,Murder,Charge or Summons,Feb-05
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Feb-05
1,Haringey,Male,25 to 29,SCE Not Recorded,Murder,Charge or Summons,Mar-05
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-05
1,Haringey,Male,15 to 19,White,Murder,Charge or Summons,Mar-05
1,Haringey,Male,20 to 24,Black ,Murder,Charge or Summons,Jul-05
1,Haringey,Male,15 to 19,White,Murder,Charge or Summons,Nov-05
1,Haringey,Male,25 to 29,SCE Not Recorded,Murder,Charge or Summons,Mar-06
1,Croydon,Female,40 to 44,White,Murder,Charge or Summons,Jan-05
1,Richmond Upon Thames,Male,25 to 29,White,Murder,Charge or Summons,Jan-05
1,Redbridge,Female,25 to 29,White,Murder,Charge or Summons,Jan-05
1,Redbridge,Male,35 to 39,White,Murder,Charge or Summons,Jan-05
1,Redbridge,Male,25 to 29,White,Murder,Charge or Summons,Jan-05
1,Enfield,Male,30 to 34,White,Murder,Charge or Summons,Feb-05
1,Enfield,Male,40 to 44,White,Murder,Charge or Summons,Mar-05
1,Lambeth,Male,65 and over,White,Murder,Charge or Summons,Feb-05
1,Barking & Dagenham,Male,15 to 19,White,Murder,Charge or Summons,Feb-05
1,Enfield,Male,15 to 19,White,Murder,Charge or Summons,Feb-05
1,Enfield,Male,15 to 19,White,Murder,Charge or Summons,Jun-05
1,Enfield,Male,15 to 19,White,Murder,Charge or Summons,Jun-05
1,Camden,Female,15 to 19,Asian ,Murder,Charge or Summons,Apr-05
1,Camden,Male,20 to 24,White,Murder,Charge or Summons,Apr-05
1,Camden,Male,20 to 24,White,Murder,Charge or Summons,Apr-05
1,Southwark,Female,20 to 24,Black ,Manslaughter,Charge or Summons,Sep-05
1,Redbridge,Male,60 to 64,Asian ,Murder,Charge or Summons,Feb-05
1,Islington,Female,25 to 29,Asian ,Murder,Charge or Summons,Apr-05
1,Islington,Male,15 to 19,Asian ,Murder,Charge or Summons,Apr-05
1,Islington,Male,15 to 19,Asian ,Murder,Charge or Summons,Dec-05
1,Brent,Male,25 to 29,White,Murder,Charge or Summons,Mar-05
1,Brent,Male,25 to 29,White,Murder,Charge or Summons,Mar-05
1,Ealing,Male,30 to 34,Black ,Murder,Charge or Summons,Apr-05
1,Ealing,Male,20 to 24,Mixed,Murder,Charge or Summons,Aug-05
1,Hounslow,Male,45 to 49,Asian ,Manslaughter,Charge or Summons,Feb-05
1,Hounslow,Male,20 to 24,White,Murder,Charge or Summons,Mar-05
1,Hounslow,Male,15 to 19,White,Murder,Charge or Summons,Mar-05
1,Hounslow,Male,20 to 24,White,Murder,Charge or Summons,Mar-05
1,Hounslow,Male,15 to 19,White,Murder,Charge or Summons,Mar-05
1,Hounslow,Male,20 to 24,White,Murder,Charge or Summons,Mar-06
1,Lambeth,Male,25 to 29,White,Murder,Charge or Summons,Mar-05
1,Greenwich,Male,20 to 24,Mixed,Murder,Charge or Summons,Mar-05
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Mar-05
1,Greenwich,Male,20 to 24,White,Murder,Charge or Summons,Mar-05
1,Greenwich,Male,15 to 19,White,Murder,Charge or Summons,Mar-05
1,Camden,Male,25 to 29,White,Murder,Charge or Summons,Mar-05
1,Kensington & Chelsea,Male,65 and over,White,Murder,Charge or Summons,Mar-05
1,Greenwich,Female,35 to 39,White,Murder,Charge or Summons,Mar-05
1,Hounslow,Female,35 to 39,Asian ,Infanticide,Charge or Summons,Apr-05
1,Camden,Male,35 to 39,White,Murder,Charge or Summons,Mar-05
1,Barnet,Female,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,Jun-05
1,Hounslow,Male,20 to 24,White,Murder,Charge or Summons,Mar-05
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-05
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-05
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Dec-05
1,Waltham Forest,Male,25 to 29,Black ,Murder,Charge or Summons,Dec-05
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Feb-06
1,Waltham Forest,Male,20 to 24,Black ,Murder,Charge or Summons,Mar-06
1,Greenwich,Male,40 to 44,White,Murder,Charge or Summons,Mar-05
1,Wandsworth,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-05
1,Newham,Male,45 to 49,Other ,Murder,Charge or Summons,Mar-05
1,Southwark,Male,25 to 29,White,Murder,Charge or Summons,Mar-05
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-05
1,Barnet,Male,40 to 44,Person declines to define ethnicity,Manslaughter,Charge or Summons,Mar-05
1,Haringey,Male,40 to 44,Black ,Manslaughter,Charge or Summons,Feb-06
1,Camden,Male,40 to 44,White,Murder,Charge or Summons,Apr-05
1,Enfield,Male,20 to 24,Black ,Murder,Charge or Summons,Apr-05
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,Apr-05
1,Hounslow,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-05
1,Hounslow,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-05
1,Hounslow,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-05
1,Hounslow,Male,20 to 24,Black ,Murder,Charge or Summons,Sep-05
1,Kensington & Chelsea,Male,25 to 29,Black ,Murder,Charge or Summons,Apr-05
1,Westminster,Male,40 to 44,White,Murder,Charge or Summons,Apr-05
1,Redbridge,Female,15 to 19,Black ,Murder,Charge or Summons,Apr-05
1,Lewisham,Male,20 to 24,Mixed,Murder,Charge or Summons,Jan-06
1,Lewisham,Male,20 to 24,Black ,Murder,Charge or Summons,Jan-06
1,Barnet,Male,40 to 44,White,Murder,Charge or Summons,Apr-05
1,Wandsworth,Male,55 to 59,Black ,Murder,Charge or Summons,Apr-05
1,Southwark,Male,55 to 59,White,Murder,Charge or Summons,May-05
1,Ealing,Male,15 to 19,Asian ,Murder,Charge or Summons,May-05
1,Ealing,Male,25 to 29,Asian ,Murder,Charge or Summons,Sep-05
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-05
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-05
1,Croydon,Male,10 to 14,Black ,Murder,Charge or Summons,Sep-05
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-05
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-05
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Sep-05
1,Croydon,Male,15 to 19,Black ,Murder,Charge or Summons,Jan-06
1,Kensington & Chelsea,Male,65 and over,Black ,Murder,Charge or Summons,May-05
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-05
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-05
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-05
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-05
1,Haringey,Male,15 to 19,Black ,Murder,Charge or Summons,Jun-05
1,Westminster,Male,15 to 19,Person declines to define ethnicity,Murder,Charge or Summons,May-05
